userId,movieId,rating,timestamp
2,597,5.0,835816766
2,786,4.0,835817123
3,296,5.0,1536173908
3,318,5.0,1536173843
3,858,5.0,1536173849
3,2959,5.0,1536173840
3,3114,5.0,1536174265
3,3751,5.0,1536174238
3,4886,5.0,1536174269
3,6377,5.0,1536174277
3,8961,5.0,1536174184
3,60069,5.0,1536173918
3,68954,5.0,1536173923
3,69844,5.0,1536174181
3,74458,5.0,1536173924
3,76093,5.0,1536174102
3,79132,5.0,1536173845
3,81834,5.0,1536174175
3,88125,5.0,1536174104
3,99114,5.0,1536173915
3,109487,5.0,1536174094
3,112556,5.0,1536174033
3,115617,5.0,1536174043
3,115713,4.0,1536174022
3,116797,5.0,1536173912
3,119145,5.0,1536174205
3,134853,5.0,1536174029
3,152081,5.0,1536174042
3,176101,5.0,1536174213
3,177765,5.0,1536173858
3,185029,5.0,1536174197
3,187593,3.0,1536174244
4,260,5.0,1442455519
4,318,5.0,1442455559
4,356,5.0,1442455449
4,595,4.5,1442456131
4,858,3.0,1442455657
4,915,4.0,1442455749
4,1097,3.5,1442455733
4,2324,5.0,1442455567
4,2858,4.0,1442455646
4,4306,4.5,1442455665
4,5618,5.0,1442684984
4,5995,5.0,1442455622
4,8368,4.0,1442455695
4,8533,4.0,1442455775
4,40629,5.0,1442455743
4,40815,4.0,1442455708
4,46578,4.0,1442456140
4,48394,5.0,1442455753
4,50872,5.0,1442455546
4,68954,5.0,1442684589
4,69844,4.5,1442455686
4,79091,5.0,1442456126
4,79132,4.0,1442685005
4,81834,5.0,1442455650
4,109487,4.5,1442684878
4,112556,4.5,1442455717
4,113741,3.0,1442455886
4,134853,5.0,1442455821
4,135518,3.5,1442455847
4,135887,2.5,1442455829
5,47,5.0,1029389303
5,175,4.0,1029389417
5,257,4.0,1029389115
5,318,4.0,1029389280
5,319,4.0,1029389327
5,337,5.0,1029389417
5,356,3.0,1029389327
5,380,3.0,1029389033
5,420,2.0,1029388698
5,527,4.0,1029389327
5,593,3.0,1029389263
5,662,3.0,1029389056
5,724,2.0,1029388670
5,778,5.0,1029389455
5,1005,3.0,1029389135
5,1097,3.0,1029388698
5,1126,2.0,1029388943
5,1147,4.0,1029389263
5,1175,4.0,1029389417
5,1193,3.0,1029388839
5,1213,3.0,1029389263
5,1220,3.0,1029388746
5,1358,4.0,1029389357
5,1370,2.0,1029389090
5,1385,2.0,1029389033
5,1466,4.0,1029389357
5,1513,2.0,1029388944
5,1721,3.0,1029388722
5,1951,2.0,1029388670
5,1961,3.0,1029388944
5,2028,4.0,1029389303
5,2571,5.0,1029389303
5,2692,3.0,1029389438
5,2762,4.0,1029389236
5,2858,5.0,1029389357
5,2959,5.0,1029389372
5,2997,4.0,1029389392
5,3160,5.0,1029389417
5,3185,4.0,1029389203
5,3841,2.0,1029388819
5,4226,4.0,1029388857
5,4563,2.0,1029388746
5,5027,2.0,1029389056
6,24,4.0,1339382339
6,47,5.0,1339382908
6,60,2.5,1339382452
6,110,5.0,1339382643
6,135,2.5,1339382435
6,170,1.5,1339382375
6,260,4.0,1339382929
6,296,4.5,1339382894
6,318,5.0,1339382911
6,356,4.5,1339382811
6,593,4.5,1339382921
6,1036,3.0,1339382808
6,1136,4.0,1339382888
6,1196,4.5,1339382932
6,1210,5.0,1339382935
6,1213,4.5,1339382843
6,1222,4.0,1339382827
6,1270,3.5,1339382792
6,1476,3.5,1339382493
6,1590,4.0,1339382463
6,1591,3.5,1339382534
6,1704,4.0,1339382838
6,1726,5.0,1339382731
6,1801,4.0,1339382505
6,1918,3.0,1339382253
6,1994,3.0,1339382290
6,2028,4.5,1339382903
6,2329,5.0,1339382787
6,2428,4.0,1339382512
6,2431,3.5,1339382475
6,2539,2.5,1339382279
6,2571,5.0,1339382881
6,2746,2.5,1339382356
6,2858,5.0,1339382784
6,2959,3.5,1339382821
6,3147,3.0,1339382848
6,3578,5.0,1339382831
6,3753,5.0,1339382707
6,4226,5.0,1339382883
6,4571,1.5,1339382388
6,4993,4.0,1339382869
6,4995,3.0,1339382796
6,5418,3.5,1339382801
6,5952,5.0,1339382875
6,7153,5.0,1339382872
6,44191,5.0,1339383065
6,50872,3.5,1339383154
6,58559,5.0,1339382662
7,1,4.0,974518024
7,3,3.0,974517393
7,11,5.0,974520467
7,21,2.0,974518824
7,25,3.0,974519270
7,34,3.0,974523039
7,36,4.0,974523072
7,39,2.0,974519479
7,62,3.0,974519061
7,89,3.0,974521335
7,141,3.0,974520611
7,145,3.0,974521147
7,150,4.0,974518473
7,225,4.0,974521503
7,260,3.0,974516957
7,281,4.0,974520792
7,296,3.0,974518074
7,329,3.0,974521247
7,349,4.0,974520676
7,364,4.0,974520056
7,367,4.0,974520467
7,370,3.0,974517367
7,380,4.0,974520006
7,381,3.0,974520868
7,450,3.0,974521571
7,480,4.0,974519587
7,500,4.0,974520592
7,524,3.0,974517290
7,527,4.0,974517903
7,539,4.0,974520928
7,551,3.0,974517144
7,585,3.0,974520261
7,587,2.0,974520928
7,588,4.0,974520574
7,592,3.0,974519428
7,595,3.0,974519973
7,597,5.0,974521128
7,640,2.0,974516914
7,647,3.0,974519673
7,708,3.0,974516914
7,720,4.0,974517653
7,736,4.0,974521571
7,745,4.0,974517576
7,805,4.0,974518741
7,919,3.0,974518355
7,1061,3.0,974521015
7,1073,4.0,974516914
7,1097,3.0,974518501
7,1101,5.0,974522367
7,1120,3.0,974520426
7,1129,3.0,974521072
7,1135,3.0,974522507
7,1148,4.0,974516957
7,1198,4.0,974517708
7,1242,4.0,974517966
7,1246,4.0,974522217
7,1270,4.0,974518046
7,1272,5.0,974519479
7,1282,2.0,974519007
7,1292,4.0,974518313
7,1307,4.0,974518239
7,1354,2.0,974520324
7,1356,3.0,974521428
7,1358,3.0,974522995
7,1374,4.0,974522185
7,1375,3.0,974521192
7,1376,4.0,974520171
7,1393,4.0,974518741
7,1457,4.0,974520948
7,1466,3.0,974519007
7,1485,3.0,974520928
7,1500,3.0,974518587
7,1541,3.0,974520243
7,1569,3.0,974520868
7,1580,3.0,974517260
7,1584,3.0,974523039
7,1608,3.0,974520708
7,1610,5.0,974518686
7,1617,4.0,974517808
7,1625,3.0,974518473
7,1645,4.0,974520630
7,1663,4.0,974518824
7,1674,3.0,974518890
7,1682,4.0,974518212
7,1693,3.0,974523101
7,1704,3.0,974522931
7,1711,3.0,974521503
7,1721,4.0,974519617
7,1747,3.0,974523128
7,1777,4.0,974519673
7,1784,4.0,974518978
7,1907,3.0,974520868
7,1923,4.0,974519232
7,1949,3.0,974518768
7,1957,2.0,974522093
7,1959,3.0,974522664
7,1960,2.0,974522296
7,1961,4.0,974518428
7,1965,2.0,974517185
7,2003,3.0,974522507
7,2011,3.0,974522315
7,2012,3.0,974520982
7,2024,2.0,974521428
7,2028,4.0,974522974
7,2046,2.0,974521657
7,2081,5.0,974520488
7,2100,2.0,974522367
7,2105,2.0,974522584
7,2109,3.0,974518951
7,2134,3.0,974522627
7,2137,3.0,974519705
7,2236,4.0,974518391
7,2240,3.0,974522473
7,2245,3.0,974522398
7,2259,3.0,974522772
7,2268,4.0,974523072
7,2294,4.0,974519479
7,2301,3.0,974522185
7,2353,3.0,974519375
7,2371,3.0,974520982
7,2424,3.0,974521072
7,2501,4.0,974518554
7,2565,5.0,974518607
7,2605,3.0,974521223
7,2641,3.0,974522627
7,2716,4.0,974518239
7,2739,3.0,974520769
7,2762,3.0,974517966
7,2779,3.0,974520488
7,2791,5.0,974517144
7,2792,3.0,974522772
7,2795,3.0,974522265
7,2804,3.0,974517770
7,2815,3.0,974516957
7,2858,4.0,974517030
7,2890,3.0,974523039
7,3006,3.0,974517843
7,3039,4.0,974522113
7,3087,3.0,974520368
7,3095,3.0,974518117
7,3101,4.0,974520368
7,3107,4.0,974520751
7,3160,3.0,974517074
7,3186,2.0,974520400
7,3244,3.0,974521089
7,3256,3.0,974521072
7,3298,4.0,974519530
7,3361,3.0,974518922
7,3396,2.0,974518262
7,3408,5.0,974517185
7,3441,3.0,974522719
7,3448,3.0,974520324
7,3450,3.0,974517207
7,3471,3.0,974518530
7,3513,4.0,974517393
7,3524,3.0,974522664
7,3534,4.0,974517260
7,3536,4.0,974518181
7,3552,4.0,974519232
7,3586,2.0,974522135
7,3591,3.0,974522473
7,3608,3.0,974520040
7,3623,3.0,974521316
7,3868,3.0,974517074
7,3869,3.0,974517348
8,18,4.5,1295854328
8,265,3.5,1295854228
8,345,5.0,1295854236
8,515,3.5,1295854245
8,585,3.0,1295854261
8,899,3.5,1295854268
8,1186,3.0,1295854290
8,1282,3.5,1295854221
8,1293,4.0,1295854252
8,1376,0.5,1295854213
8,1449,5.0,1295854311
8,1711,3.5,1295854342
8,2359,5.0,1295854298
8,2739,3.5,1295854320
8,3471,2.5,1295854209
9,2,4.0,835947919
9,3,5.0,835948518
9,5,3.0,835948215
9,6,4.0,835948078
9,10,4.0,835947758
9,19,4.0,835947792
9,21,3.0,835947792
9,22,4.0,835948093
9,23,3.0,835948299
9,31,4.0,835948016
9,34,4.0,835947792
9,36,4.0,835948055
9,39,3.0,835947819
9,45,3.0,835948186
9,47,5.0,835947774
9,48,3.0,835948016
9,50,4.0,835947819
9,62,5.0,835948056
9,71,3.0,835948666
9,105,4.0,835948035
9,110,5.0,835947774
9,122,3.0,835948314
9,132,2.0,835948442
9,145,4.0,835948144
9,150,3.0,835947667
9,151,2.0,835947897
9,153,4.0,835947695
9,161,4.0,835947736
9,163,3.0,835948114
9,165,3.0,835947695
9,172,2.0,835947935
9,179,3.0,835948694
9,185,3.0,835947758
9,186,4.0,835947919
9,193,1.0,835948035
9,196,2.0,835947897
9,200,3.0,835948919
9,208,4.0,835947758
9,209,3.0,835948897
9,216,3.0,835948215
9,222,3.0,835948166
9,224,1.0,835948016
9,225,4.0,835947792
9,227,3.0,835948093
9,229,3.0,835948502
9,230,3.0,835948131
9,231,3.0,835947715
9,233,2.0,835948377
9,234,4.0,835948186
9,235,1.0,835947919
9,236,3.0,835947873
9,237,3.0,835948078
9,240,4.0,835948758
9,246,4.0,835948077
9,248,3.0,835948269
9,252,3.0,835947897
9,253,4.0,835947758
9,256,3.0,835947973
9,257,4.0,835948230
9,259,2.0,835948502
9,266,4.0,835947838
9,271,4.0,835948626
9,273,3.0,835948077
9,276,3.0,835948055
9,280,4.0,835948166
9,281,3.0,835948269
9,288,3.0,835947774
9,289,3.0,835948350
9,292,4.0,835947736
9,293,3.0,835947919
9,296,5.0,835947668
9,315,3.0,835947855
9,316,3.0,835947715
9,318,5.0,835947715
9,333,3.0,835947991
9,337,3.0,835947872
9,338,3.0,835948248
9,339,3.0,835947736
9,340,3.0,835948586
9,344,3.0,835947695
9,349,4.0,835947695
9,350,3.0,835947919
9,353,3.0,835948078
9,355,1.0,835948130
9,356,5.0,835947838
9,357,4.0,835947991
9,358,3.0,835948790
9,361,3.0,835948472
9,362,4.0,835948332
9,364,5.0,835947819
9,367,3.0,835947838
9,368,4.0,835948215
9,370,3.0,835948269
9,371,3.0,835948332
9,372,3.0,835948442
9,376,4.0,835948269
9,377,4.0,835947897
9,380,4.0,835947668
9,381,3.0,835948144
9,382,3.0,835948541
9,383,3.0,835948364
9,384,3.0,835948862
9,413,3.0,835948166
9,416,3.0,835948442
9,419,2.0,835948423
9,420,1.0,835947819
9,427,1.0,835948248
9,431,3.0,835948186
9,432,3.0,835947855
9,434,3.0,835947736
9,440,3.0,835947897
9,442,3.0,835947973
9,448,3.0,835948737
9,450,3.0,835948681
9,454,4.0,835947820
9,457,5.0,835947758
9,464,3.0,835948616
9,466,2.0,835948285
9,472,3.0,835948884
9,474,4.0,835948093
9,477,3.0,835948230
9,480,4.0,835947855
9,481,5.0,835948616
9,485,3.0,835948247
9,489,3.0,835948563
9,490,4.0,835948654
9,491,4.0,835948314
9,493,3.0,835948771
9,497,3.0,835948186
9,500,4.0,835947950
9,508,4.0,835948131
9,509,3.0,835947973
9,510,3.0,835948862
9,511,3.0,835948837
9,514,3.0,835948404
9,515,3.0,835948114
9,516,1.0,835948654
9,520,1.0,835948299
9,524,4.0,835948551
9,527,4.0,835947950
9,529,4.0,835948350
9,533,3.0,835948518
9,534,3.0,835948459
9,536,3.0,835948952
9,539,5.0,835947991
9,540,3.0,835948388
9,543,4.0,835948423
9,544,3.0,835948694
9,548,2.0,835948601
9,550,3.0,835948502
9,551,3.0,835948056
9,553,5.0,835947872
9,555,3.0,835947991
9,585,2.0,835948114
9,586,3.0,835948016
9,588,3.0,835947695
9,589,5.0,835947873
9,590,3.0,835947667
9,592,4.0,835947667
9,593,5.0,835947736
9,594,4.0,835948285
9,595,4.0,835947715
9,596,4.0,835948404
9,597,4.0,835948016
9,610,3.0,835948215
9,648,4.0,835948248
9,653,4.0,835948654
9,733,4.0,835948541
9,784,5.0,835948726
10,1,3.0,1430666394
10,32,4.0,1430668330
10,47,3.5,1430669512
10,260,4.5,1430666645
10,296,4.0,1430667061
10,480,3.0,1430666374
10,541,5.0,1430667071
10,551,3.5,1430668999
10,589,3.5,1430666737
10,593,4.0,1430666377
10,745,3.5,1430667741
10,750,3.5,1430667084
10,780,3.5,1430668444
10,1036,3.0,1430666733
10,1079,3.5,1430666984
10,1089,3.5,1430667163
10,1136,4.0,1430667759
10,1148,3.5,1430667459
10,1196,4.5,1430666654
10,1198,3.0,1430667900
10,1200,4.0,1430666727
10,1201,3.5,1430667391
10,1210,4.0,1430666640
10,1214,4.0,1430667128
10,1225,4.0,1430667980
10,1240,4.0,1430666802
10,1247,3.5,1430667479
10,1270,2.5,1430666390
10,1291,2.5,1430666627
10,1517,2.5,1430668541
10,1580,3.5,1430668422
10,1968,3.0,1430667907
10,2019,3.0,1430667939
10,2134,3.0,1430668307
10,2334,3.0,1430668186
10,2353,3.5,1430668416
10,2571,4.5,1430666383
10,2628,3.0,1430668924
10,2683,2.5,1430668546
10,2716,3.0,1430668638
10,2717,2.0,1430668665
10,2746,1.5,1430668650
10,2762,3.5,1430669445
10,2959,3.5,1430666773
10,3005,3.0,1430668136
10,3087,2.5,1430668642
10,3114,2.5,1430669321
10,3578,3.0,1430666958
10,3977,2.5,1430668667
10,3996,3.0,1430669374
10,4011,3.5,1430666859
10,4275,1.0,1430668918
10,4306,4.0,1430669213
10,4367,3.0,1430668054
10,4878,3.5,1430667179
10,4886,3.5,1430669297
10,4963,4.0,1430669534
10,4993,3.5,1430666696
10,5218,3.5,1430669288
10,5418,4.5,1430666942
10,5459,3.0,1430668436
10,5903,4.5,1430667064
10,5952,3.5,1430667950
10,6377,2.5,1430669053
10,6874,4.5,1430666852
10,7153,3.5,1430667958
10,7438,4.0,1430667068
10,8360,3.0,1430669210
10,8368,3.5,1430666953
10,8372,0.5,1430668675
10,8641,4.0,1430668471
10,8644,3.0,1430668414
10,8665,3.5,1430666838
10,8874,4.0,1430667116
10,8917,2.5,1430669130
10,8961,3.5,1430667325
10,8984,3.5,1430669551
10,27831,3.5,1430668022
10,30810,3.5,1430668631
10,32587,4.0,1430666819
10,33615,3.5,1430669277
10,33679,4.0,1430668086
10,33794,5.0,1430666746
10,34150,2.5,1430669678
10,34162,3.0,1430668503
10,34405,4.5,1430666781
10,40629,3.0,1430669752
10,40815,3.5,1430667000
10,41566,1.0,1430668868
10,44022,3.0,1430669177
10,44191,3.5,1430667153
10,46976,3.5,1430668505
10,47610,3.5,1430669458
10,48774,2.5,1430667853
10,49272,4.5,1430667107
10,49530,3.5,1430667095
10,50872,2.5,1430668952
10,51255,4.0,1430666995
10,51662,3.5,1430667944
10,53121,2.0,1430669203
10,53322,3.5,1430669553
10,53464,2.0,1430669670
10,54286,4.0,1430666749
10,56174,3.0,1430668384
10,58559,5.0,1430666675
10,59315,4.0,1430666759
10,59369,3.5,1430666829
10,59784,4.0,1430668069
10,60069,3.5,1430666786
10,60072,3.5,1430668083
10,60074,3.5,1430668418
10,60684,3.0,1430666832
10,62999,3.0,1430668990
10,63113,4.0,1430668038
10,68157,3.5,1430667915
10,68358,4.5,1430666757
10,68954,4.0,1430666770
10,69278,2.0,1430668524
10,69844,4.0,1430666842
10,72998,3.5,1430666902
10,73017,4.5,1430667924
10,76175,2.5,1430668892
10,76251,3.5,1430666997
10,77561,3.5,1430667016
10,78637,2.5,1430669255
10,79091,4.0,1430667547
10,79132,3.5,1430666741
10,79293,3.5,1430668076
10,81229,4.0,1430667316
10,81834,4.0,1430667596
10,82461,3.5,1430668356
10,83613,3.5,1430668025
10,84152,4.5,1430667558
10,84772,4.0,1430667544
10,85414,3.5,1430668333
10,86332,3.5,1430669597
10,87222,3.5,1430668073
10,88125,4.0,1430667434
10,88140,4.0,1430669584
10,89745,4.0,1430667159
10,91500,3.5,1430666913
10,91529,4.5,1430667372
10,91535,2.5,1430667553
10,91542,4.5,1430667615
10,91658,4.0,1430667426
10,94018,3.0,1430668914
10,94777,3.5,1430668451
10,94864,4.5,1430667211
10,96079,4.5,1430667166
10,96610,3.5,1430667378
10,97752,3.5,1430668337
10,99114,4.0,1430666863
10,102125,4.0,1430666927
10,102445,4.5,1430667169
10,102903,3.0,1430669448
10,103228,3.0,1430669812
10,103253,4.0,1430667233
10,103335,3.5,1430667774
10,103883,3.0,1430668167
10,104841,3.5,1430667370
10,109374,3.5,1430667707
10,111362,3.5,1430667120
11,260,5.0,1482108793
11,318,4.0,1482108816
11,356,4.5,1482108938
11,541,4.0,1482108896
11,858,4.0,1482138279
11,1080,5.0,1482138271
11,1097,4.0,1482109026
11,1136,5.0,1482108900
11,1196,5.0,1482108795
11,1198,4.5,1482108797
11,1210,5.0,1482108805
11,1220,4.5,1482108949
11,1291,4.5,1482108813
11,1732,4.0,1482108835
11,2028,4.0,1482108919
11,2571,5.0,1482108802
11,2706,3.5,1482108840
11,2959,4.5,1482108914
11,4993,5.0,1482108903
11,5445,3.0,1482108731
11,5952,5.0,1482108708
11,6377,3.5,1482108725
11,6539,3.5,1482108718
11,7153,5.0,1482108710
11,48516,4.0,1482108973
11,58559,4.5,1482108907
11,60069,4.5,1482108960
11,68157,4.0,1482109003
11,79132,4.0,1482108930
11,91529,4.5,1482108933
11,99114,4.0,1482108963
11,106489,4.0,1482109000
11,112852,4.0,1482108990
11,122904,4.0,1482108800
11,134130,4.0,1482109023
11,152081,4.0,1482108861
11,160718,4.0,1482108777
12,1,5.0,862500738
12,6,5.0,862500780
12,9,4.0,862500890
12,12,4.0,862500890
12,25,5.0,862500738
12,62,1.0,862500738
12,63,1.0,862501005
12,64,4.0,862501005
12,95,4.0,862500738
12,104,3.0,862500815
12,112,4.0,862500815
12,141,1.0,862502244
12,260,4.0,862500815
12,494,3.0,862500815
12,626,4.0,862501080
12,628,3.0,862500841
12,647,4.0,862500917
12,648,1.0,862500738
12,653,3.0,862500841
12,673,3.0,862500917
12,704,4.0,862501025
12,733,5.0,862500780
12,736,3.0,862500738
12,743,4.0,862500865
12,761,3.0,862500917
12,780,4.0,862500738
12,784,1.0,862502314
12,786,4.0,862500815
12,788,3.0,862500815
12,798,5.0,862501096
12,802,4.0,862500841
12,818,3.0,862501024
12,832,4.0,862500865
12,839,5.0,862500959
12,849,4.0,862500979
12,858,3.0,862500917
12,879,4.0,862501131
12,880,4.0,862500979
12,886,3.0,862501158
12,990,5.0,862501200
12,996,5.0,862501097
12,1059,5.0,862500959
12,1120,5.0,862501055
12,1210,4.0,862500865
12,1356,3.0,862500841
12,1363,1.0,862502276
12,1367,3.0,862500935
12,1391,2.0,862500959
12,1393,5.0,862500917
12,1429,5.0,862501113
12,1431,3.0,862501113
12,1438,4.0,862502161
12,1456,1.0,862502373
12,1459,5.0,862501172
12,1498,5.0,862501345
13,838,4.0,1545779296
13,858,4.0,1545780359
13,1025,5.0,1593485253
13,1183,4.0,1545779332
13,1197,5.0,1593485512
13,1246,4.0,1545780395
13,1873,3.5,1545779275
13,2033,5.0,1593485225
13,2139,5.0,1593485228
13,2140,5.0,1593485408
13,2161,5.0,1593485397
13,2193,5.0,1593485422
13,2690,5.0,1593484577
13,2761,5.0,1593485243
13,3079,4.0,1545779224
13,4306,5.0,1593485379
13,5380,5.0,1545779378
13,5994,5.0,1545778454
13,5995,4.0,1545780398
13,7178,4.5,1545779291
13,8833,4.5,1545779238
13,27706,2.0,1593485314
13,40414,5.0,1545783190
13,44041,5.0,1545783153
13,50601,4.5,1593485425
13,54259,4.5,1593485449
13,58105,4.5,1593485413
13,68269,4.0,1593484740
13,68963,4.0,1593484611
13,71057,5.0,1593740512
13,72226,5.0,1593485335
13,73027,4.0,1545786725
13,74139,5.0,1545778388
13,74868,5.0,1545779282
13,76244,5.0,1545786057
13,81845,5.0,1545785203
13,101074,5.0,1593485269
13,116797,3.5,1545780394
13,132594,3.5,1593484879
13,134130,5.0,1545785303
13,143245,5.0,1593485265
13,174685,5.0,1545785162
13,179817,5.0,1545785198
13,205076,5.0,1593484201
13,208939,5.0,1593485294
14,1,2.5,1311533061
14,2,2.5,1311601397
14,10,4.5,1311600517
14,17,4.0,1311601361
14,19,0.5,1311601413
14,32,3.5,1311601121
14,34,0.5,1311601209
14,47,3.0,1311599884
14,48,2.5,1311602772
14,50,4.0,1311599775
14,110,4.0,1311533065
14,153,2.5,1311599918
14,168,5.0,1311529994
14,185,3.0,1311601303
14,208,3.0,1311601270
14,231,1.0,1311601193
14,260,4.5,1311532965
14,266,3.0,1311601603
14,288,3.0,1311601339
14,293,3.0,1311600694
14,296,4.5,1311533135
14,316,3.5,1311600009
14,318,3.5,1311533362
14,329,4.0,1311601242
14,337,3.0,1311601569
14,344,1.0,1311601141
14,356,4.0,1311533191
14,357,2.0,1311601276
14,362,2.5,1311530137
14,364,4.5,1311599959
14,367,0.5,1311600133
14,377,2.0,1311599866
14,435,0.5,1311602726
14,480,1.5,1311600980
14,500,2.0,1311601190
14,520,3.5,1311602356
14,539,3.0,1311601259
14,551,4.0,1311601499
14,555,3.0,1311602716
14,586,0.5,1311601291
14,588,3.5,1311601126
14,589,3.0,1311533080
14,590,3.5,1311533352
14,593,4.0,1311533176
14,595,3.0,1311599881
14,597,3.5,1311600098
14,616,3.0,1311530128
14,648,3.5,1311601152
14,653,3.5,1311602294
14,736,2.0,1311601180
14,750,3.0,1311533493
14,778,3.5,1311601384
14,783,3.0,1311530053
14,788,0.5,1311601487
14,923,3.0,1311601592
14,1027,5.0,1311530148
14,1079,3.5,1311601516
14,1080,4.0,1311601466
14,1097,2.0,1311600079
14,1136,4.0,1311600478
14,1196,4.0,1311533277
14,1197,3.5,1311600176
14,1198,4.5,1311533172
14,1206,4.5,1311601367
14,1210,4.5,1311532944
14,1225,4.0,1311601492
14,1240,3.0,1311599987
14,1246,3.5,1311601508
14,1270,4.0,1311601147
14,1287,3.0,1311530097
14,1291,3.5,1311600293
14,1356,4.5,1311601452
14,1371,3.0,1311530066
14,1380,4.0,1311601627
14,1391,3.0,1311601584
14,1479,4.5,1311530114
14,1580,3.0,1311533419
14,1682,3.5,1311601376
14,1721,2.5,1311599840
14,1722,4.0,1311530017
14,1732,4.0,1311601541
14,1923,1.0,1311601324
14,2011,3.5,1311601534
14,2054,0.5,1311601579
14,2080,3.0,1311530080
14,2100,0.5,1311530000
14,2161,4.0,1311530068
14,2174,2.5,1311601433
14,2193,4.5,1311530104
14,2291,3.5,1311601441
14,2321,2.5,1311602765
14,2324,3.5,1311602262
14,2396,3.0,1311601331
14,2542,3.5,1311602753
14,2571,5.0,1311533120
14,2617,3.5,1311601608
14,2628,4.0,1311600146
14,2683,1.0,1311600274
14,2706,1.5,1311601352
14,2710,2.0,1311601482
14,2762,2.0,1311601170
14,2858,5.0,1311532942
14,2959,4.0,1311533300
14,2997,4.0,1311599956
14,3578,4.5,1311601222
14,3948,0.5,1311602369
14,3977,3.0,1311601632
14,4011,4.0,1311602348
14,4027,4.0,1311600494
14,4226,3.5,1311599782
14,4306,5.0,1311533075
14,4878,5.0,1311602309
14,4896,4.0,1311602334
